"ProductID","Product","Category","Segment","ManufacturerID","Manufacturer"
"477","Maximus UM-82","Urban","Moderation",7,"VanArsdel"
"478","Maximus UM-83","Urban","Moderation",7,"VanArsdel"
"479","Maximus UM-84","Urban","Moderation",7,"VanArsdel"
"480","Maximus UM-85","Urban","Moderation",7,"VanArsdel"
"481","Maximus UM-86","Urban","Moderation",7,"VanArsdel"
"482","Maximus UM-87","Urban","Moderation",7,"VanArsdel"
"483","Maximus UM-88","Urban","Moderation",7,"VanArsdel"
"484","Maximus UM-89","Urban","Moderation",7,"VanArsdel"
"485","Maximus UM-90","Urban","Moderation",7,"VanArsdel"
"486","Maximus UM-91","Urban","Moderation",7,"VanArsdel"
"487","Maximus UM-92","Urban","Moderation",7,"VanArsdel"
"488","Maximus UM-93","Urban","Moderation",7,"VanArsdel"
"489","Maximus UM-94","Urban","Moderation",7,"VanArsdel"
"490","Maximus UM-95","Urban","Moderation",7,"VanArsdel"
"491","Maximus UM-96","Urban","Moderation",7,"VanArsdel"
"492","Maximus UM-97","Urban","Moderation",7,"VanArsdel"
"493","Maximus UM-98","Urban","Moderation",7,"VanArsdel"
"494","Maximus UM-99","Urban","Moderation",7,"VanArsdel"
"495","Maximus UM-00","Urban","Moderation",7,"VanArsdel"
"496","Maximus UM-01","Urban","Moderation",7,"VanArsdel"
"497","Maximus UM-02","Urban","Moderation",7,"VanArsdel"
"498","Maximus UM-03","Urban","Moderation",7,"VanArsdel"
"499","Maximus UM-04","Urban","Moderation",7,"VanArsdel"
"500","Maximus UM-05","Urban","Moderation",7,"VanArsdel"
"501","Maximus UM-06","Urban","Moderation",7,"VanArsdel"
"502","Maximus UM-07","Urban","Moderation",7,"VanArsdel"
"503","Maximus UM-08","Urban","Moderation",7,"VanArsdel"
"504","Maximus UM-09","Urban","Moderation",7,"VanArsdel"
"505","Maximus UM-10","Urban","Moderation",7,"VanArsdel"
"506","Maximus UM-11","Urban","Moderation",7,"VanArsdel"
"507","Maximus UM-12","Urban","Moderation",7,"VanArsdel"
"508","Maximus UM-13","Urban","Moderation",7,"VanArsdel"
"509","Maximus UM-14","Urban","Moderation",7,"VanArsdel"
"510","Maximus UM-15","Urban","Moderation",7,"VanArsdel"
"511","Maximus UM-16","Urban","Moderation",7,"VanArsdel"
"512","Maximus UR-01","Urban","Regular",7,"VanArsdel"
"513","Maximus UE-01","Urban","Extreme",7,"VanArsdel"
"514","Maximus UE-02","Urban","Extreme",7,"VanArsdel"
"515","Maximus UE-03","Urban","Extreme",7,"VanArsdel"
"516","Maximus UE-04","Urban","Extreme",7,"VanArsdel"
"517","Maximus UE-05","Urban","Extreme",7,"VanArsdel"
"518","Maximus UE-06","Urban","Extreme",7,"VanArsdel"
"519","Maximus UE-07","Urban","Extreme",7,"VanArsdel"
"520","Maximus UE-08","Urban","Extreme",7,"VanArsdel"
"521","Maximus UE-09","Urban","Extreme",7,"VanArsdel"
"522","Maximus UE-10","Urban","Extreme",7,"VanArsdel"
"523","Maximus UE-11","Urban","Extreme",7,"VanArsdel"
"524","Maximus UE-12","Urban","Extreme",7,"VanArsdel"
"525","Maximus UE-13","Urban","Extreme",7,"VanArsdel"
"526","Maximus UE-14","Urban","Extreme",7,"VanArsdel"
"527","Maximus UE-15","Urban","Extreme",7,"VanArsdel"
"528","Maximus UE-16","Urban","Extreme",7,"VanArsdel"
"529","Maximus UE-17","Urban","Extreme",7,"VanArsdel"
"530","Maximus UE-18","Urban","Extreme",7,"VanArsdel"
"531","Maximus UE-19","Urban","Extreme",7,"VanArsdel"
"532","Maximus UE-20","Urban","Extreme",7,"VanArsdel"
"533","Maximus UE-21","Urban","Extreme",7,"VanArsdel"
"534","Maximus UE-22","Urban","Extreme",7,"VanArsdel"
"535","Maximus UE-23","Urban","Extreme",7,"VanArsdel"
"536","Maximus UC-01","Urban","Convenience",7,"VanArsdel"
"537","Maximus UC-02","Urban","Convenience",7,"VanArsdel"
"538","Maximus UC-03","Urban","Convenience",7,"VanArsdel"
"539","Maximus UC-04","Urban","Convenience",7,"VanArsdel"
"540","Maximus UC-05","Urban","Convenience",7,"VanArsdel"
"541","Maximus UC-06","Urban","Convenience",7,"VanArsdel"
"542","Maximus UC-07","Urban","Convenience",7,"VanArsdel"
"543","Maximus UC-08","Urban","Convenience",7,"VanArsdel"
"544","Maximus UC-09","Urban","Convenience",7,"VanArsdel"
"545","Maximus UC-10","Urban","Convenience",7,"VanArsdel"
"546","Maximus UC-11","Urban","Convenience",7,"VanArsdel"
"547","Maximus UC-12","Urban","Convenience",7,"VanArsdel"
"548","Maximus UC-13","Urban","Convenience",7,"VanArsdel"
"549","Maximus UC-14","Urban","Convenience",7,"VanArsdel"
"550","Maximus UC-15","Urban","Convenience",7,"VanArsdel"
"551","Maximus UC-16","Urban","Convenience",7,"VanArsdel"
"552","Maximus UC-17","Urban","Convenience",7,"VanArsdel"
"553","Maximus UC-18","Urban","Convenience",7,"VanArsdel"
"554","Maximus UC-19","Urban","Convenience",7,"VanArsdel"
"555","Maximus UC-20","Urban","Convenience",7,"VanArsdel"
"556","Maximus UC-21","Urban","Convenience",7,"VanArsdel"
"557","Maximus UC-22","Urban","Convenience",7,"VanArsdel"
"558","Maximus UC-23","Urban","Convenience",7,"VanArsdel"
"559","Maximus UC-24","Urban","Convenience",7,"VanArsdel"
"560","Maximus UC-25","Urban","Convenience",7,"VanArsdel"
"561","Maximus UC-26","Urban","Convenience",7,"VanArsdel"
"562","Maximus UC-27","Urban","Convenience",7,"VanArsdel"
"563","Maximus UC-28","Urban","Convenience",7,"VanArsdel"
"564","Maximus UC-29","Urban","Convenience",7,"VanArsdel"
"565","Maximus UC-30","Urban","Convenience",7,"VanArsdel"
"566","Maximus UC-31","Urban","Convenience",7,"VanArsdel"
"567","Maximus UC-32","Urban","Convenience",7,"VanArsdel"
"568","Maximus UC-33","Urban","Convenience",7,"VanArsdel"
"569","Maximus UC-34","Urban","Convenience",7,"VanArsdel"
"570","Maximus UC-35","Urban","Convenience",7,"VanArsdel"
"571","Maximus UC-36","Urban","Convenience",7,"VanArsdel"
"572","Maximus UC-37","Urban","Convenience",7,"VanArsdel"
"573","Maximus UC-38","Urban","Convenience",7,"VanArsdel"
"574","Maximus UC-39","Urban","Convenience",7,"VanArsdel"
"575","Maximus UC-40","Urban","Convenience",7,"VanArsdel"
"576","Maximus UC-41","Urban","Convenience",7,"VanArsdel"
"577","Maximus UC-42","Urban","Convenience",7,"VanArsdel"
"578","Maximus UC-43","Urban","Convenience",7,"VanArsdel"
"579","Maximus UC-44","Urban","Convenience",7,"VanArsdel"
"580","Maximus UC-45","Urban","Convenience",7,"VanArsdel"
"581","Maximus UC-46","Urban","Convenience",7,"VanArsdel"
"582","Maximus UC-47","Urban","Convenience",7,"VanArsdel"
"583","Maximus UC-48","Urban","Convenience",7,"VanArsdel"
"584","Maximus UC-49","Urban","Convenience",7,"VanArsdel"
"585","Maximus UC-50","Urban","Convenience",7,"VanArsdel"
"586","Maximus UC-51","Urban","Convenience",7,"VanArsdel"
"587","Maximus UC-52","Urban","Convenience",7,"VanArsdel"
"588","Maximus UC-53","Urban","Convenience",7,"VanArsdel"
"589","Maximus UC-54","Urban","Convenience",7,"VanArsdel"
"590","Maximus UC-55","Urban","Convenience",7,"VanArsdel"
"591","Maximus UC-56","Urban","Convenience",7,"VanArsdel"
"592","Maximus UC-57","Urban","Convenience",7,"VanArsdel"
"593","Maximus UC-58","Urban","Convenience",7,"VanArsdel"
"594","Maximus UC-59","Urban","Convenience",7,"VanArsdel"
"595","Maximus UC-60","Urban","Convenience",7,"VanArsdel"
"596","Maximus UC-61","Urban","Convenience",7,"VanArsdel"
"597","Maximus UC-62","Urban","Convenience",7,"VanArsdel"
"598","Maximus UC-63","Urban","Convenience",7,"VanArsdel"
"599","Maximus UC-64","Urban","Convenience",7,"VanArsdel"
"600","Maximus UC-65","Urban","Convenience",7,"VanArsdel"
"601","Maximus UC-66","Urban","Convenience",7,"VanArsdel"
"602","Maximus UC-67","Urban","Convenience",7,"VanArsdel"
"603","Maximus UC-68","Urban","Convenience",7,"VanArsdel"
"604","Maximus UC-69","Urban","Convenience",7,"VanArsdel"
"605","Maximus UC-70","Urban","Convenience",7,"VanArsdel"
"606","Maximus UC-71","Urban","Convenience",7,"VanArsdel"
"607","Maximus UC-72","Urban","Convenience",7,"VanArsdel"
"608","Maximus UC-73","Urban","Convenience",7,"VanArsdel"
"609","Maximus UC-74","Urban","Convenience",7,"VanArsdel"
"610","Maximus UC-75","Urban","Convenience",7,"VanArsdel"
"611","Maximus UC-76","Urban","Convenience",7,"VanArsdel"
"612","Maximus UC-77","Urban","Convenience",7,"VanArsdel"
"613","Maximus UC-78","Urban","Convenience",7,"VanArsdel"
"614","Maximus UC-79","Urban","Convenience",7,"VanArsdel"
"615","Maximus UC-80","Urban","Convenience",7,"VanArsdel"
"616","Maximus UC-81","Urban","Convenience",7,"VanArsdel"
"617","Maximus UC-82","Urban","Convenience",7,"VanArsdel"
"618","Maximus UC-83","Urban","Convenience",7,"VanArsdel"
"619","Maximus UC-84","Urban","Convenience",7,"VanArsdel"
"620","Maximus UC-85","Urban","Convenience",7,"VanArsdel"
"621","Maximus UC-86","Urban","Convenience",7,"VanArsdel"
"622","Maximus UC-87","Urban","Convenience",7,"VanArsdel"
"623","Maximus UC-88","Urban","Convenience",7,"VanArsdel"
"624","Maximus UC-89","Urban","Convenience",7,"VanArsdel"
"625","Maximus UC-90","Urban","Convenience",7,"VanArsdel"
"626","Maximus UC-91","Urban","Convenience",7,"VanArsdel"
"627","Maximus UC-92","Urban","Convenience",7,"VanArsdel"
"628","Maximus UC-93","Urban","Convenience",7,"VanArsdel"
"629","Maximus UC-94","Urban","Convenience",7,"VanArsdel"
"630","Maximus UC-95","Urban","Convenience",7,"VanArsdel"
"631","Maximus UC-96","Urban","Convenience",7,"VanArsdel"
"632","Maximus UC-97","Urban","Convenience",7,"VanArsdel"
"633","Maximus UC-98","Urban","Convenience",7,"VanArsdel"
"634","Maximus UC-99","Urban","Convenience",7,"VanArsdel"
"635","Maximus UC-00","Urban","Convenience",7,"VanArsdel"
"636","Maximus UC-01","Urban","Convenience",7,"VanArsdel"
"637","Maximus UC-02","Urban","Convenience",7,"VanArsdel"
"638","Maximus UC-03","Urban","Convenience",7,"VanArsdel"
"639","Maximus UC-04","Urban","Convenience",7,"VanArsdel"
"640","Maximus UC-05","Urban","Convenience",7,"VanArsdel"
"641","Maximus UC-06","Urban","Convenience",7,"VanArsdel"
"642","Maximus UC-07","Urban","Convenience",7,"VanArsdel"
"643","Maximus UC-08","Urban","Convenience",7,"VanArsdel"
"644","Maximus UC-09","Urban","Convenience",7,"VanArsdel"
"645","Maximus UC-10","Urban","Convenience",7,"VanArsdel"
"646","Maximus UC-11","Urban","Convenience",7,"VanArsdel"
"647","Maximus UC-12","Urban","Convenience",7,"VanArsdel"
"648","Maximus UC-13","Urban","Convenience",7,"VanArsdel"
"649","Maximus UC-14","Urban","Convenience",7,"VanArsdel"
"650","Maximus UC-15","Urban","Convenience",7,"VanArsdel"
"651","Maximus UC-16","Urban","Convenience",7,"VanArsdel"
"652","Maximus UC-17","Urban","Convenience",7,"VanArsdel"
"653","Maximus UC-18","Urban","Convenience",7,"VanArsdel"
"654","Maximus UC-19","Urban","Convenience",7,"VanArsdel"
"655","Maximus UC-20","Urban","Convenience",7,"VanArsdel"
"656","Maximus UC-21","Urban","Convenience",7,"VanArsdel"
"657","Maximus UC-22","Urban","Convenience",7,"VanArsdel"
"658","Maximus UC-23","Urban","Convenience",7,"VanArsdel"
"659","Maximus UC-24","Urban","Convenience",7,"VanArsdel"
"660","Maximus UC-25","Urban","Convenience",7,"VanArsdel"
"661","Maximus UC-26","Urban","Convenience",7,"VanArsdel"
"662","Maximus UC-27","Urban","Convenience",7,"VanArsdel"
"663","Maximus UC-28","Urban","Convenience",7,"VanArsdel"
"664","Maximus UC-29","Urban","Convenience",7,"VanArsdel"
"665","Maximus UC-30","Urban","Convenience",7,"VanArsdel"
"666","Maximus UC-31","Urban","Convenience",7,"VanArsdel"
"667","Maximus UC-32","Urban","Convenience",7,"VanArsdel"
"668","Maximus UC-33","Urban","Convenience",7,"VanArsdel"
"669","Maximus UC-34","Urban","Convenience",7,"VanArsdel"
"670","Maximus UC-35","Urban","Convenience",7,"VanArsdel"
"671","Maximus UC-36","Urban","Convenience",7,"VanArsdel"
"672","Maximus UC-37","Urban","Convenience",7,"VanArsdel"
"673","Maximus UC-38","Urban","Convenience",7,"VanArsdel"
"674","Maximus UC-39","Urban","Convenience",7,"VanArsdel"
"675","Maximus UC-40","Urban","Convenience",7,"VanArsdel"
"676","Maximus UC-41","Urban","Convenience",7,"VanArsdel"
"677","Maximus UC-42","Urban","Convenience",7,"VanArsdel"
"678","Maximus UC-43","Urban","Convenience",7,"VanArsdel"
"679","Maximus UC-44","Urban","Convenience",7,"VanArsdel"
"680","Maximus UC-45","Urban","Convenience",7,"VanArsdel"
"681","Maximus UC-46","Urban","Convenience",7,"VanArsdel"
"682","Maximus UC-47","Urban","Convenience",7,"VanArsdel"
"683","Maximus UC-48","Urban","Convenience",7,"VanArsdel"
"684","Maximus UC-49","Urban","Convenience",7,"VanArsdel"
"685","Maximus UC-50","Urban","Convenience",7,"VanArsdel"
"686","Maximus UC-51","Urban","Convenience",7,"VanArsdel"
"687","Maximus UC-52","Urban","Convenience",7,"VanArsdel"
"688","Maximus UC-53","Urban","Convenience",7,"VanArsdel"
"689","Maximus UC-54","Urban","Convenience",7,"VanArsdel"
"690","Maximus UC-55","Urban","Convenience",7,"VanArsdel"
"691","Maximus UC-56","Urban","Convenience",7,"VanArsdel"
"692","Maximus UC-57","Urban","Convenience",7,"VanArsdel"
"693","Maximus UC-58","Urban","Convenience",7,"VanArsdel"
"694","Natura MA-01","Mix","All Season",8,"Natura"
"695","Natura MA-02","Mix","All Season",8,"Natura"
"696","Natura MA-03","Mix","All Season",8,"Natura"
"697","Natura MA-04","Mix","All Season",8,"Natura"
"698","Natura MA-05","Mix","All Season",8,"Natura"
"699","Natura MA-06","Mix","All Season",8,"Natura"
"700","Natura MA-07","Mix","All Season",8,"Natura"
"701","Natura MA-08","Mix","All Season",8,"Natura"
"702","Natura MA-09","Mix","All Season",8,"Natura"
"703","Natura MA-10","Mix","All Season",8,"Natura"
"704","Natura MA-11","Mix","All Season",8,"Natura"
"705","Natura MA-12","Mix","All Season",8,"Natura"
"706","Natura MA-13","Mix","All Season",8,"Natura"
"707","Natura MA-14","Mix","All Season",8,"Natura"
"708","Natura MA-15","Mix","All Season",8,"Natura"
"709","Natura MA-16","Mix","All Season",8,"Natura"
"710","Natura MA-17","Mix","All Season",8,"Natura"
"711","Natura MA-18","Mix","All Season",8,"Natura"
"712","Natura MA-19","Mix","All Season",8,"Natura"
"713","Natura RP-01","Rural","Productivity",8,"Natura"
"714","Natura RP-02","Rural","Productivity",8,"Natura"
"715","Natura RP-03","Rural","Productivity",8,"Natura"
"716","Natura RP-04","Rural","Productivity",8,"Natura"
"717","Natura RP-05","Rural","Productivity",8,"Natura"
"718","Natura RP-06","Rural","Productivity",8,"Natura"
"719","Natura RP-07","Rural","Productivity",8,"Natura"
"720","Natura RP-08","Rural","Productivity",8,"Natura"
"721","Natura RP-09","Rural","Productivity",8,"Natura"
"722","Natura RP-10","Rural","Productivity",8,"Natura"
"723","Natura RP-11","Rural","Productivity",8,"Natura"
"724","Natura RP-12","Rural","Productivity",8,"Natura"
"725","Natura RP-13","Rural","Productivity",8,"Natura"
"726","Natura RP-14","Rural","Productivity",8,"Natura"
"727","Natura RP-15","Rural","Productivity",8,"Natura"
"728","Natura RP-16","Rural","Productivity",8,"Natura"
"729","Natura RP-17","Rural","Productivity",8,"Natura"
"730","Natura RP-18","Rural","Productivity",8,"Natura"
"731","Natura RP-19","Rural","Productivity",8,"Natura"
"732","Natura RP-20","Rural","Productivity",8,"Natura"
"733","Natura RP-21","Rural","Productivity",8,"Natura"
"734","Natura RP-22","Rural","Productivity",8,"Natura"
"735","Natura RP-23","Rural","Productivity",8,"Natura"
"736","Natura RP-24","Rural","Productivity",8,"Natura"
"737","Natura RP-25","Rural","Productivity",8,"Natura"
"738","Natura RP-26","Rural","Productivity",8,"Natura"
"739","Natura RP-27","Rural","Productivity",8,"Natura"
"740","Natura RP-28","Rural","Productivity",8,"Natura"
"741","Natura RP-29","Rural","Productivity",8,"Natura"
"742","Natura RP-30","Rural","Productivity",8,"Natura"
"743","Natura RP-31","Rural","Productivity",8,"Natura"
"744","Natura RP-32","Rural","Productivity",8,"Natura"
"745","Natura RP-33","Rural","Productivity",8,"Natura"
"746","Natura RP-34","Rural","Productivity",8,"Natura"
"747","Natura RP-35","Rural","Productivity",8,"Natura"
"748","Natura RP-36","Rural","Productivity",8,"Natura"
"749","Natura RP-37","Rural","Productivity",8,"Natura"
"750","Natura RP-38","Rural","Productivity",8,"Natura"
"751","Natura RP-39","Rural","Productivity",8,"Natura"
"752","Natura RP-40","Rural","Productivity",8,"Natura"
"753","Natura RP-41","Rural","Productivity",8,"Natura"
"754","Natura RP-42","Rural","Productivity",8,"Natura"
"755","Natura RP-43","Rural","Productivity",8,"Natura"
"756","Natura RP-44","Rural","Productivity",8,"Natura"
"757","Natura RP-45","Rural","Productivity",8,"Natura"
"758","Natura RP-46","Rural","Productivity",8,"Natura"
"759","Natura RP-47","Rural","Productivity",8,"Natura"
"760","Natura RP-48","Rural","Productivity",8,"Natura"
"761","Natura RP-49","Rural","Productivity",8,"Natura"
"762","Natura RP-50","Rural","Productivity",8,"Natura"
"763","Natura RP-51","Rural","Productivity",8,"Natura"
"764","Natura RP-52","Rural","Productivity",8,"Natura"
"765","Natura RP-53","Rural","Productivity",8,"Natura"
"766","Natura RP-54","Rural","Productivity",8,"Natura"
"767","Natura RP-55","Rural","Productivity",8,"Natura"
"768","Natura RP-56","Rural","Productivity",8,"Natura"
"769","Natura RP-57","Rural","Productivity",8,"Natura"
"770","Natura RP-58","Rural","Productivity",8,"Natura"
"771","Natura RP-59","Rural","Productivity",8,"Natura"
"772","Natura RP-60","Rural","Productivity",8,"Natura"
"773","Natura RP-61","Rural","Productivity",8,"Natura"
"774","Natura RP-62","Rural","Productivity",8,"Natura"
"775","Natura RP-63","Rural","Productivity",8,"Natura"
"776","Natura RP-64","Rural","Productivity",8,"Natura"
"777","Natura RP-65","Rural","Productivity",8,"Natura"
"778","Natura RP-66","Rural","Productivity",8,"Natura"
"779","Natura RP-67","Rural","Productivity",8,"Natura"
"780","Natura RP-68","Rural","Productivity",8,"Natura"
"781","Natura RP-69","Rural","Productivity",8,"Natura"
"782","Natura RP-70","Rural","Productivity",8,"Natura"
"783","Natura RP-71","Rural","Productivity",8,"Natura"
"784","Natura RP-72","Rural","Productivity",8,"Natura"
"785","Natura RP-73","Rural","Productivity",8,"Natura"
"786","Natura RP-74","Rural","Productivity",8,"Natura"
"787","Natura RP-75","Rural","Productivity",8,"Natura"
"788","Natura RP-76","Rural","Productivity",8,"Natura"
"789","Natura RP-77","Rural","Productivity",8,"Natura"
"790","Natura RP-78","Rural","Productivity",8,"Natura"
"791","Natura RP-79","Rural","Productivity",8,"Natura"
"792","Natura RP-80","Rural","Productivity",8,"Natura"
"793","Natura RP-81","Rural","Productivity",8,"Natura"
"794","Natura RP-82","Rural","Productivity",8,"Natura"
"795","Natura RP-83","Rural","Productivity",8,"Natura"
"796","Natura RP-84","Rural","Productivity",8,"Natura"
"797","Natura RS-01","Rural","Select",8,"Natura"
"798","Natura RS-02","Rural","Select",8,"Natura"
"799","Natura RS-03","Rural","Select",8,"Natura"
"800","Natura RS-04","Rural","Select",8,"Natura"
"801","Natura RS-05","Rural","Select",8,"Natura"
"802","Natura RS-06","Rural","Select",8,"Natura"
"803","Natura RS-07","Rural","Select",8,"Natura"
"804","Natura RS-08","Rural","Select",8,"Natura"
"805","Natura RS-09","Rural","Select",8,"Natura"
"806","Natura RS-10","Rural","Select",8,"Natura"
"807","Natura RS-11","Rural","Select",8,"Natura"
"808","Natura RS-12","Rural","Select",8,"Natura"
"809","Natura RS-13","Rural","Select",8,"Natura"
"810","Natura RS-14","Rural","Select",8,"Natura"
"811","Natura RS-15","Rural","Select",8,"Natura"
"812","Natura RS-16","Rural","Select",8,"Natura"
"813","Natura RS-17","Rural","Select",8,"Natura"
"814","Natura RS-18","Rural","Select",8,"Natura"
"815","Natura RS-19","Rural","Select",8,"Natura"
"816","Natura RS-20","Rural","Select",8,"Natura"
"817","Natura UM-01","Urban","Moderation",8,"Natura"
"818","Natura UM-02","Urban","Moderation",8,"Natura"
"819","Natura UM-03","Urban","Moderation",8,"Natura"
"820","Natura UM-04","Urban","Moderation",8,"Natura"
"821","Natura UM-05","Urban","Moderation",8,"Natura"
"822","Natura UM-06","Urban","Moderation",8,"Natura"
"823","Natura UM-07","Urban","Moderation",8,"Natura"
"824","Natura UM-08","Urban","Moderation",8,"Natura"
"825","Natura UM-09","Urban","Moderation",8,"Natura"
"826","Natura UM-10","Urban","Moderation",8,"Natura"
"827","Natura UM-11","Urban","Moderation",8,"Natura"
"828","Natura UM-12","Urban","Moderation",8,"Natura"
"829","Natura UM-13","Urban","Moderation",8,"Natura"
"830","Natura UM-14","Urban","Moderation",8,"Natura"
"831","Natura UM-15","Urban","Moderation",8,"Natura"
"832","Natura UM-16","Urban","Moderation",8,"Natura"
"833","Natura UM-17","Urban","Moderation",8,"Natura"
"834","Natura UM-18","Urban","Moderation",8,"Natura"
"835","Natura UM-19","Urban","Moderation",8,"Natura"
"836","Natura UM-20","Urban","Moderation",8,"Natura"
"837","Natura UM-21","Urban","Moderation",8,"Natura"
"838","Natura UM-22","Urban","Moderation",8,"Natura"
"839","Natura UM-23","Urban","Moderation",8,"Natura"
"840","Natura UM-24","Urban","Moderation",8,"Natura"
"841","Natura UM-25","Urban","Moderation",8,"Natura"
"842","Natura UM-26","Urban","Moderation",8,"Natura"
"843","Natura UM-27","Urban","Moderation",8,"Natura"
"844","Natura UM-28","Urban","Moderation",8,"Natura"
"845","Natura UM-29","Urban","Moderation",8,"Natura"
"846","Natura UM-30","Urban","Moderation",8,"Natura"
"847","Natura UM-31","Urban","Moderation",8,"Natura"
"848","Natura UM-32","Urban","Moderation",8,"Natura"
"849","Natura UM-33","Urban","Moderation",8,"Natura"
"850","Natura UM-34","Urban","Moderation",8,"Natura"
"851","Natura UM-35","Urban","Moderation",8,"Natura"
"852","Natura UM-36","Urban","Moderation",8,"Natura"
"853","Natura UM-37","Urban","Moderation",8,"Natura"
"854","Natura UM-38","Urban","Moderation",8,"Natura"
"855","Natura UR-01","Urban","Regular",8,"Natura"
"856","Natura UR-02","Urban","Regular",8,"Natura"
"857","Natura UR-03","Urban","Regular",8,"Natura"
"858","Natura UR-04","Urban","Regular",8,"Natura"
"859","Natura UR-05","Urban","Regular",8,"Natura"
"860","Natura UR-06","Urban","Regular",8,"Natura"
"861","Natura UR-07","Urban","Regular",8,"Natura"
"862","Natura UR-08","Urban","Regular",8,"Natura"
"863","Natura UR-09","Urban","Regular",8,"Natura"
"864","Natura UR-10","Urban","Regular",8,"Natura"
"865","Natura UR-11","Urban","Regular",8,"Natura"
"866","Natura UR-12","Urban","Regular",8,"Natura"
"867","Natura UR-13","Urban","Regular",8,"Natura"
"868","Natura UR-14","Urban","Regular",8,"Natura"
"869","Natura UR-15","Urban","Regular",8,"Natura"
"870","Natura UR-16","Urban","Regular",8,"Natura"
"871","Natura UR-17","Urban","Regular",8,"Natura"
"872","Natura UR-18","Urban","Regular",8,"Natura"
"873","Natura UR-19","Urban","Regular",8,"Natura"
"874","Natura UR-20","Urban","Regular",8,"Natura"
"875","Natura UR-21","Urban","Regular",8,"Natura"
"876","Natura UR-22","Urban","Regular",8,"Natura"
"877","Natura UR-23","Urban","Regular",8,"Natura"
"878","Natura UR-24","Urban","Regular",8,"Natura"
"879","Natura UR-25","Urban","Regular",8,"Natura"
"880","Natura UR-26","Urban","Regular",8,"Natura"
"881","Natura UR-27","Urban","Regular",8,"Natura"
"882","Natura UR-28","Urban","Regular",8,"Natura"
"883","Natura UR-29","Urban","Regular",8,"Natura"
"884","Natura UR-30","Urban","Regular",8,"Natura"
"885","Natura UR-31","Urban","Regular",8,"Natura"
"886","Natura UR-32","Urban","Regular",8,"Natura"
"887","Natura UR-33","Urban","Regular",8,"Natura"
"888","Natura UR-34","Urban","Regular",8,"Natura"
"889","Natura UR-35","Urban","Regular",8,"Natura"
"890","Natura UR-36","Urban","Regular",8,"Natura"
"891","Natura UR-37","Urban","Regular",8,"Natura"
"892","Natura UE-01","Urban","Extreme",8,"Natura"
"893","Natura UE-02","Urban","Extreme",8,"Natura"
"894","Natura UE-03","Urban","Extreme",8,"Natura"
"895","Natura UE-04","Urban","Extreme",8,"Natura"
"896","Natura UE-05","Urban","Extreme",8,"Natura"
"897","Natura UE-06","Urban","Extreme",8,"Natura"
"898","Natura UE-07","Urban","Extreme",8,"Natura"
"899","Natura UE-08","Urban","Extreme",8,"Natura"
"900","Natura UE-09","Urban","Extreme",8,"Natura"
"901","Natura UE-10","Urban","Extreme",8,"Natura"
"902","Natura UE-11","Urban","Extreme",8,"Natura"
"903","Natura UE-12","Urban","Extreme",8,"Natura"
"904","Natura UE-13","Urban","Extreme",8,"Natura"
"905","Natura UE-14","Urban","Extreme",8,"Natura"
"906","Natura UE-15","Urban","Extreme",8,"Natura"
"907","Natura UE-16","Urban","Extreme",8,"Natura"
"908","Natura UE-17","Urban","Extreme",8,"Natura"
"909","Natura UE-18","Urban","Extreme",8,"Natura"
"910","Natura UE-19","Urban","Extreme",8,"Natura"
"911","Natura UE-20","Urban","Extreme",8,"Natura"
"912","Natura UE-21","Urban","Extreme",8,"Natura"
"913","Natura UE-22","Urban","Extreme",8,"Natura"
"914","Natura UE-23","Urban","Extreme",8,"Natura"
"915","Natura UE-24","Urban","Extreme",8,"Natura"
"916","Natura UE-25","Urban","Extreme",8,"Natura"
"917","Natura UE-26","Urban","Extreme",8,"Natura"
"918","Natura UE-27","Urban","Extreme",8,"Natura"
"919","Natura UE-28","Urban","Extreme",8,"Natura"
"920","Natura UE-29","Urban","Extreme",8,"Natura"
"921","Natura UE-30","Urban","Extreme",8,"Natura"
"922","Natura UE-31","Urban","Extreme",8,"Natura"
"923","Natura UE-32","Urban","Extreme",8,"Natura"
"924","Natura UE-33","Urban","Extreme",8,"Natura"
"925","Natura UE-34","Urban","Extreme",8,"Natura"
"926","Natura UE-35","Urban","Extreme",8,"Natura"
"927","Natura UE-36","Urban","Extreme",8,"Natura"
"928","Natura UE-37","Urban","Extreme",8,"Natura"
"929","Natura UE-38","Urban","Extreme",8,"Natura"
"930","Natura UE-39","Urban","Extreme",8,"Natura"
"931","Natura UE-40","Urban","Extreme",8,"Natura"
"932","Natura UE-41","Urban","Extreme",8,"Natura"
"933","Natura UE-42","Urban","Extreme",8,"Natura"
"934","Natura UE-43","Urban","Extreme",8,"Natura"
"935","Natura UE-44","Urban","Extreme",8,"Natura"
"936","Natura UE-45","Urban","Extreme",8,"Natura"
"937","Natura UE-46","Urban","Extreme",8,"Natura"
"938","Natura UC-01","Urban","Convenience",8,"Natura"
"939","Natura UC-02","Urban","Convenience",8,"Natura"
"940","Natura UC-03","Urban","Convenience",8,"Natura"
"941","Natura UC-04","Urban","Convenience",8,"Natura"
"942","Natura UC-05","Urban","Convenience",8,"Natura"
"943","Natura UC-06","Urban","Convenience",8,"Natura"
"944","Natura UC-07","Urban","Convenience",8,"Natura"
"945","Natura UC-08","Urban","Convenience",8,"Natura"
"946","Natura UC-09","Urban","Convenience",8,"Natura"
"947","Natura UC-10","Urban","Convenience",8,"Natura"
